,Unnamed: 0,tender_id,tender_country,tender_year,tender_title,tender_mainCpv,tender_cpvs,tender_procedureType,buyer_id,buyer_name,buyer_city,buyer_country,buyer_postcode,bidder_id,bidder_name,bidder_city,bidder_country,bidder_postcode,bid_price,bid_price_EUR,bid_price_currency,tender_estimatedPrice,tender_estimatedPrice_EUR,tender_estimatedPrice_currency,tender_finalPrice,tender_finalPrice_EUR,tender_finalPrice_currency,tender_indicator_INTEGRITY_ADVERTISEMENT_PERIOD,tender_indicator_INTEGRITY_CALL_FOR_TENDER_PUBLICATION,tender_indicator_INTEGRITY_DECISION_PERIOD,tender_indicator_INTEGRITY_NEW_COMPANY,tender_indicator_INTEGRITY_PROCEDURE_TYPE,tender_indicator_INTEGRITY_SINGLE_BID,tender_indicator_INTEGRITY_TAX_HAVEN,tender_three_Cpvs
50679,18340,39a36b2a-bcfb-4f91-9a66-aac27a3c7555,IT,2015.0,Procedura «aperta» per la fornitura di materiale d'armamento.,35331500.0,"35330000,35331500",OPEN,EU_body_1dc42a148924f5e10c2af0a44c75b325bab831252d020e0fa6ea1fc521231fed,Comando Generale della Guardia di Finanza — Ufficio Approvvigionamenti,Roma,IT,162.0,EU_body_722509d1bf7b76c2be81fe2e2f569f67b5df8596c9b2a3e545ae0d3716b01345,«Fiocchi Munizioni» SpA,Lecco,IT,23900,409836.04,409836.04,EUR,409836.07,409836.07,EUR,409836.04,409836.04,EUR,100.0,100.0,0.0,100.0,100.0,100.0,100.0,353
51597,19406,e682ef58-8fd3-4d3a-bcdb-179a8b910997,IT,2015.0,Acquisizione installazione ed integrazione di 3 sistemi di sorveglianza video ed Infrarosso.,35721000.0,35721000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_d3fbfa475fb8aeb3f5f47a736d04775c50c8f9f62d6753ccdc563b13df0a5716,Marina Militare — Ufficio Generale del Centro di Responsabilità Amministrativa (Mariugcra),Roma,IT,196.0,EU_body_fa3d84f1382ac0e7359c2a638811a2d4e5904a49b970c8b14b04c142fbc1233e,Selex Electronic System SpA,Roma,IT,00195,1276225.07,1276225.07,EUR,,,,1276225.07,1276225.07,EUR,100.0,0.0,100.0,,0.0,0.0,100.0,357
52663,20833,84d315b0-4a9d-42ca-a50c-3d5956935db3,IT,2015.0,"Servizi di riparazione di apparati radar RDR 1500B applicabili ai velivoli in dotazione al Corpo della Guardia di Finanza, per gli esercizi finanziari 2015-2016-2017.",35610000.0,35610000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_164299cc1f7544236e31d4ba74421a9889859e23628de8e429a5b1ec72495961,Centro di Aviazione della Guardia di Finanza,Pomezia (RM),IT,71.0,EU_body_33f519b891201a208c70811ddf12a5d2c09efd2ec6d19c95b96368f7e2f90f59,Avionica SpA,Firenze,IT,50127,450000.0,450000.0,EUR,,,,450000.0,450000.0,EUR,100.0,0.0,100.0,,0.0,0.0,100.0,356
53173,21377,fbcae798-402f-4bf9-b297-7f4fc17cd87f,IT,2015.0,Approvvigionamento di piattaforme per manutenzione di aeromobili di produzione Sogema Srl,35610000.0,35610000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_164299cc1f7544236e31d4ba74421a9889859e23628de8e429a5b1ec72495961,Centro di Aviazione della Guardia di Finanza,Pomezia (RM),IT,71.0,EU_body_80ca98d8663f3e5718c846edba846491d4441e10661fe7fe298b548585c24e42,Sogema Srl,Narni (TR),IT,05035,41690.0,41690.0,EUR,,,,41690.0,41690.0,EUR,100.0,0.0,100.0,,0.0,0.0,100.0,356
54360,1243,34a0ba14-1a2f-435d-8180-6e61d46e8825,IT,2014.0,"Servizio di manutenzione ordinaria di n. 28 stazioni (analizzatore P/N BM22S e caricabatteria P/N BCD40-4S) per il controllo e la ricarica delle batterie al Ni-Cd, installate sui velivoli in dotazione al Corpo ed eventuale rimessa in efficienza ed approvvigionamento di attrezzature di produzione «Tecnoservice». CIG 578932809A.",35610000.0,35610000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_164299cc1f7544236e31d4ba74421a9889859e23628de8e429a5b1ec72495961,Centro di Aviazione della Guardia di Finanza,Pomezia (RM),IT,00071,EU_body_8465ca33ccc433e79a1f34f0271818a0f68045df63f11387667d7a82b10343dd,Tecnoservice S.a.S. di Marras Bruno & C.,Bergamo,IT,24125,169500.0,169500.0,EUR,,,,169500.0,169500.0,EUR,100.0,0.0,100.0,,0.0,0.0,100.0,356
54980,1946,59458703-f88f-4800-bc97-ef6c782fc3da,IT,2014.0,"Approvvigionamento di nr. 1 Kit adattatore P/N DMAK-P180, per tubi Pitot di produzione D. Marchiori Srl",35610000.0,35610000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_164299cc1f7544236e31d4ba74421a9889859e23628de8e429a5b1ec72495961,Centro di Aviazione della Guardia di Finanza,Pomezia (RM),IT,00071,EU_body_c0c56cc0b4426cde306bacee9613d58e921e153b34a353321ad0e23b8737fa82,D. Marchiori Srl,Aprilia (LT),IT,04011,12483.86,12483.86,EUR,,,,12483.86,12483.86,EUR,100.0,0.0,100.0,,0.0,0.0,100.0,356
55210,2204,9691c527-ee71-48cc-be6f-91faa9415778,IT,2014.0,"Approvvigionamento di un digital optical micrometer kit P/N 8400K completo di accessori di produzione «J. Chadwich», 3 sistemi Vibrex 2000 Plus (EV2K+) completi di manuale d'uso e manutenzione in lingua italiana, certificato CE, cablaggi e kit adattatori per le linee di volo OH500A/B — CH-109B — MCH — 109A –HH — 412C in dotazione al Corpo, e rimessa in efficienza di 2 sistemi di bilanciamento di produzione Honeywell (Chadwich Helmuth).",35610000.0,35610000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_164299cc1f7544236e31d4ba74421a9889859e23628de8e429a5b1ec72495961,Centro di Aviazione della Guardia di Finanza,Pomezia (RM),IT,00071,EU_body_72ba359ecb295029b14d68a39498574ec69f818c7f26be66196b1d0e846c85c8,Eurotech Srl,Caiolo (SO),IT,23010,95360.96,95360.96,EUR,,,,95360.96,95360.96,EUR,100.0,0.0,100.0,100.0,0.0,0.0,100.0,356
55212,2206,95dd4ca4-f20d-47fc-8aa6-eed291c87c20,IT,2014.0,"Fornitura di ""anodi sacrificali"" per le esigenze della componente navale del Corpo della Guardia di Finanza.",35521000.0,35521000,RESTRICTED,EU_body_97a4af2d275a52cb3745d54a11f8516a05100cdd63574f44db87d97643577f45,Ministero dell'Economia e delle Finanze Centro Navale,Formia,IT,04023,EU_body_750ab3340e53e3d37103b6b6d804326124359040ee7e11357f2f76ca0cb75912,Genovese Umberto Srl,SIRACUSA,IT,96100,60000.0,60000.0,EUR,240000.0,240000.0,EUR,240000.0,240000.0,EUR,0.0,100.0,0.0,100.0,0.0,100.0,100.0,355
55394,2403,9ec62065-3183-45c5-bea9-f83fe997425e,IT,2014.0,G 330 Fornitura di n. 1 Sistema di Protezione da minaccia asimmetrica da installare a bordo di Unità Classe Orizzonte. CIG 53526423E9.,35730000.0,35730000,RESTRICTED,EU_body_c417ced71344f34063481dea401585a658245e4c04599b744cdb3634eda4e8e3,Ministero della Difesa - direzione generale degli armamenti navali,Roma,IT,00196,EU_body_f35f62fd41548f0e09a2e97ee0d798b3e4b690dab7e74dec84c5b587f835eb80,Sitep Italia Srl,,,,219405.0,219405.0,EUR,,,,219405.0,219405.0,EUR,100.0,0.0,100.0,,0.0,100.0,,357
55779,2824,e272ffd9-bb3a-499d-ba43-af2d51801df9,IT,2014.0,"Servizio di manutenzione ordinaria ed eventuale straordinaria di n. 12 sistemi di sollevamento, n. 2 bilance e di n. 2 banchi di avviamento/condizionamento di produzione «Aertekno», per gli aeromobili del Corpo. CIG: 5786253706.",35610000.0,35610000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_164299cc1f7544236e31d4ba74421a9889859e23628de8e429a5b1ec72495961,Centro di Aviazione della Guardia di Finanza,Pomezia (RM),IT,00071,EU_body_30bc5ef91871602dbc7054cc72c7e927f9c9a5d11242926953054a7f31054b0b,Aertekno Srl,Pomezia (RM),IT,00040,120000.0,120000.0,EUR,,,,120000.0,120000.0,EUR,100.0,0.0,100.0,,0.0,0.0,100.0,356
56355,3430,b82ba845-5105-42a8-83b0-5dfa724d121c,IT,2014.0,"Approvvigionamento di 2 sistemi di sollevamento P/N AR908-099-1-001 per gli elicotteri serie CH-109B e MCH-109A e, di 2 martinetti elettromeccanici di sollevamento PP/NN AR909-011-001-2 e AR909-011-002-2 (n. 01 centrale e n. 01 sub alare) utilizzabili sul velivolo P-42, corredati di manuale d'uso e manutenzione in lingua italiana, certificato CE e cablaggi, di produzione «Aertekno».",35610000.0,35610000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_164299cc1f7544236e31d4ba74421a9889859e23628de8e429a5b1ec72495961,Centro di Aviazione della Guardia di Finanza,Pomezia (RM),IT,00071,EU_body_30bc5ef91871602dbc7054cc72c7e927f9c9a5d11242926953054a7f31054b0b,Aertekno Srl,Pomezia (RM),IT,00040,252000.0,252000.0,EUR,,,,252000.0,252000.0,EUR,100.0,0.0,100.0,,0.0,0.0,100.0,356
56787,3899,1ddb92aa-17b8-4638-9cea-cca44d9e0ba0,IT,2014.0,Acquisizione di un Sistema di Sorveglianza Video ed Infrarosso,35721000.0,35721000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_100500375a36ae6857287c397eb371410829d5c9c1f61782474fbe4001cd849c,Marina Militare — Ufficio Generale del Centro di Responsabilità Amministrativa (Mariugcra),Roma,IT,00196,EU_body_ba13af7b824bd0fa612447d61e3222cebf1dcd91d1d2241954a017d09c0626b2,Selex Eletronic System SpA,Roma,IT,00131,399645.19,399645.19,EUR,,,,399645.19,399645.19,EUR,100.0,0.0,100.0,,0.0,0.0,100.0,357
57424,4643,a03daef1-8b56-4c0f-8129-03c8f16d5bf1,IT,2014.0,"Approvvigionamento di 2 banchi prova impianti idraulici P/N GB941-008-402 (mod. GB369/08) comprensivi di kit innesti per elicotteri HH-412C e MCH-109A; un sistema di sollevamento (kit composto da n. 4 martinetti) per elicottero HH-412C P/N GB900225100; kit P/N GB955-800-800 comprensivo di installazione, per trattore aeroportuale P/N GB-955-020-001; completi di manuale d'uso e manutenzione in lingua italiana, certificato CE di produzione «Officina Meccanica G. Barberi S.n.c.».",35610000.0,35610000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_164299cc1f7544236e31d4ba74421a9889859e23628de8e429a5b1ec72495961,Centro di Aviazione della Guardia di Finanza,Pomezia (RM),IT,00071,EU_body_e15d37d7d3afa9f94a2ffaeea5968c10d01005c768e80a044210a1f791ab52de,Officina Meccanica G. Barberi S.n.c. di Barberi Carlo & C.,Sesto Calende (VA),IT,21018,323230.0,323230.0,EUR,,,,323230.0,323230.0,EUR,100.0,0.0,100.0,,0.0,0.0,100.0,356
60365,7697,7968839a-9894-4c32-8488-3641ef20ed43,IT,2014.0,Procedura “aperta” per la fornitura di materiale d'armamento.,35330000.0,"35300000,35330000",OPEN,EU_body_1dc42a148924f5e10c2af0a44c75b325bab831252d020e0fa6ea1fc521231fed,Comando Generale della Guardia di Finanza — Ufficio Approvvigionamenti,Roma,IT,00162,EU_body_b5590b9bf1404038e9d1833f7c9daa1cf07ea2ea1b8d3b1d94af65a2624c790c,Sellier & Bellot a.s.,Vlašim,CZ,258 01,227772.0,227772.0,EUR,227868.85,227868.85,EUR,227772.0,227772.0,EUR,100.0,100.0,0.0,100.0,100.0,100.0,100.0,353
60427,7759,4d08909c-a361-4a0a-9312-995826bf3483,IT,2014.0,Fornitura di materiale nautico e di ferramenta nautica per le esigenze della componente navale del Corpo della Guardia di Finanza.,35521000.0,35521000,RESTRICTED,EU_body_ec7e46d034800172d6f683971fe31e0f5420db6fe12145f1213211f6c8233d3c,Ministero dell'Economia e delle Finanze Reparto Tecnico Logistico Amministrativo Navale,Formia,IT,04023,EU_body_750ab3340e53e3d37103b6b6d804326124359040ee7e11357f2f76ca0cb75912,Genovese Umberto Srl,SIRACUSA,IT,96100,,,,500000.0,500000.0,EUR,500000.0,500000.0,EUR,0.0,100.0,0.0,100.0,0.0,100.0,100.0,355
60428,7760,4d08909c-a361-4a0a-9312-995826bf3483,IT,2014.0,Fornitura di materiale nautico e di ferramenta nautica per le esigenze della componente navale del Corpo della Guardia di Finanza.,35521000.0,35521000,RESTRICTED,EU_body_ec7e46d034800172d6f683971fe31e0f5420db6fe12145f1213211f6c8233d3c,Ministero dell'Economia e delle Finanze Reparto Tecnico Logistico Amministrativo Navale,Formia,IT,04023,EU_body_750ab3340e53e3d37103b6b6d804326124359040ee7e11357f2f76ca0cb75912,Genovese Umberto Srl,SIRACUSA,IT,96100,,,,500000.0,500000.0,EUR,500000.0,500000.0,EUR,0.0,100.0,0.0,100.0,0.0,100.0,100.0,355
60429,7761,4d08909c-a361-4a0a-9312-995826bf3483,IT,2014.0,Fornitura di materiale nautico e di ferramenta nautica per le esigenze della componente navale del Corpo della Guardia di Finanza.,35521000.0,35521000,RESTRICTED,EU_body_ec7e46d034800172d6f683971fe31e0f5420db6fe12145f1213211f6c8233d3c,Ministero dell'Economia e delle Finanze Reparto Tecnico Logistico Amministrativo Navale,Formia,IT,04023,EU_body_750ab3340e53e3d37103b6b6d804326124359040ee7e11357f2f76ca0cb75912,Genovese Umberto Srl,SIRACUSA,IT,96100,,,,500000.0,500000.0,EUR,500000.0,500000.0,EUR,0.0,100.0,0.0,100.0,0.0,100.0,100.0,355
60478,7811,dc2828eb-5ccb-4266-b77f-f14c270bd0ab,IT,2014.0,Fornitura di materiale d'armamento.,35320000.0,35320000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_1dc42a148924f5e10c2af0a44c75b325bab831252d020e0fa6ea1fc521231fed,Comando Generale della Guardia di Finanza — Ufficio Approvvigionamenti,Roma,IT,00162,EU_body_3f28af63b83958fd6d32a960b95e6e0e75502dc86d0501fb2c6a6f5304d6c510,«Fabbrica d'Armi Pietro Beretta» SpA,Gardone Val Trompia (BS),IT,25063,403401.79,403401.79,EUR,,,,403401.79,403401.79,EUR,100.0,0.0,100.0,,0.0,0.0,100.0,353
61439,8804,fbbafe5f-f7e1-49f0-a679-067974d61444,IT,2014.0,Kit posto comando mobile (VM90).,35712000.0,35712000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_87e98488acbb40e529c5b7da02d3147d4d2ce4ab230fe01ee3b78563dfeb3a98,Ministero della Difesa – Aeronautica Militare – 3° Stormo – Servizio Amministrativo – Nucleo Contratti/Acquisti,Villafranca di Verona,IT,37069,EU_body_4052f78d1f2bcd6a9434b25f2546746bc19afd6921992b888cb155839178900e,Rohde & Schwarz SpA,Roma,IT,00156,336600.0,336600.0,EUR,,,,336600.0,336600.0,EUR,100.0,0.0,100.0,,0.0,,100.0,357
64638,12248,aaf2b396-8dd6-49f1-bfb8-e683823b5252,IT,2014.0,Acquisto di visori quadri oculari L3. CIG: 5953438474.,35721000.0,35721000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_ee37e766adcf78ac8b2caa1d3ef2a4a0ca0ccd4a09680c010debeaa4af0949ff,Ministero della Difesa — Comando Interforze per le Operazioni delle Forze Speciali,Roma,IT,00175,EU_body_5270a6e5977b217e085242290d628f2dade8f5591ac1c350b044634d0394e427,Selenia 2000 SRL,ROMA,IT,00173,417900.13,417900.13,EUR,,,,,,,100.0,0.0,100.0,100.0,0.0,0.0,100.0,357
66512,14280,56446554-4594-4bce-b271-ee40de9d14a9,IT,2014.0,Acquisizione di quattro Sistemi di Sorveglianza Video ed Infrarosso.,35721000.0,35721000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_d3fbfa475fb8aeb3f5f47a736d04775c50c8f9f62d6753ccdc563b13df0a5716,Marina Militare — Ufficio Generale del Centro di Responsabilità Amministrativa (Mariugcra),Roma,IT,00196,EU_body_fa3d84f1382ac0e7359c2a638811a2d4e5904a49b970c8b14b04c142fbc1233e,Selex Electronic System SpA,Roma,IT,00195,1654755.93,1654755.93,EUR,,,,1654755.93,1654755.93,EUR,100.0,0.0,100.0,,0.0,0.0,100.0,357
68208,16106,c1094477-d213-4547-a345-f19b980dd5f7,IT,2014.0,Appalto n. 195/014.,35710000.0,35710000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_ccd6b5a93ffb23f4f7c3eda372647d0c12bd1098359eec94fdf304b6d6e75503,Consorzio Nazionale Interuniversitario per le Scienze Fisiche della Materia,Roma,IT,00146,EU_body_bb5090a3add4c08432bf9c7cfa8dbecac8af8249efaabfa258e899ab6e313a81,Vitrociset SpA,Róma,IT,I-00156,493305.0,493305.0,EUR,,,,493305.0,493305.0,EUR,100.0,0.0,100.0,,0.0,100.0,100.0,357
69658,17730,1949639f-6f4a-4dca-b6d9-be067878e954,IT,2014.0,Servizio di manutenzione ordinaria e straordinaria di carrelli di movimentazione elicotteri di produzione «O.M.A.R. Technology Srl». CIG: 582894231B.,35610000.0,35610000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_164299cc1f7544236e31d4ba74421a9889859e23628de8e429a5b1ec72495961,Centro di Aviazione della Guardia di Finanza,Pomezia (RM),IT,00071,EU_body_ded4e8f997c7a8d28a6b0cc00456d5309c462fe159cb0138eeb1d3f60e739992,O.M.A.R. Technology Srl,Milano,IT,20135,70000.0,70000.0,EUR,,,,70000.0,70000.0,EUR,100.0,0.0,100.0,100.0,0.0,0.0,100.0,356
69661,17733,176b4bf5-2180-47d7-a9e6-56d335e8c96e,IT,2014.0,Affidamento del servizio di rimessa in efficienza dei martinetti per il sollevamento degli elicotteri ed approvvigionamento delle attrezzature di produzione «Officina Meccanica G. Barberi snc» CIG: 577825922C.,35610000.0,35610000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_164299cc1f7544236e31d4ba74421a9889859e23628de8e429a5b1ec72495961,Centro di Aviazione della Guardia di Finanza,Pomezia (RM),IT,00071,EU_body_7167fba6b0d6be1050913a6aca5f3a257c9cfb50924f4016f9273c0dbbbdcf23,Officina Meccanica G. Barberi S.n.c.,Sesto Calende (VA),IT,21018,130000.0,130000.0,EUR,,,,130000.0,130000.0,EUR,100.0,0.0,100.0,,0.0,0.0,100.0,356
69909,17999,30f5ef0c-4124-4d2f-b4d1-977bff1b7199,IT,2014.0,Provvista di n. 34 piattaforme/pacchetti addestrativi al tiro completi di accessori e materiale software.,35740000.0,35740000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_8431a136b101081e47d5e0d717eda3286505f3e102f8b8d39cfd0ee2624c6582,Polo di mantenimento delle armi leggere di Terni,Terni,IT,05100,EU_body_219e988b46f34b263cc02f27f9dc95cad32ade72caf0d37f19834e1dc9bcd237,Delcon SAS di Delmastro Francesco & C.,Roma,IT,00141,3025290.0,3025290.0,EUR,,,,3025290.0,3025290.0,EUR,100.0,0.0,100.0,,0.0,0.0,100.0,357
70315,18447,6043bbf4-ee28-4c7c-8c08-d3c20cef5ae1,IT,2014.0,Affidamento dell'esecuzione della I/P 150 ore di volo sul velivolo P166DP1 M.M. 62263. CIG 5762183FD2.,35610000.0,35610000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_164299cc1f7544236e31d4ba74421a9889859e23628de8e429a5b1ec72495961,Centro di Aviazione della Guardia di Finanza,Pomezia (RM),IT,00071,EU_body_0e3fc0b7c5279ce9a1ddb98f7db05d009ce49d57132fc8a7a595fd324d36e5dd,Piaggio Aero Industries SpA,Roma,IT,00185,41433.0,41433.0,EUR,,,,41433.0,41433.0,EUR,100.0,0.0,100.0,,0.0,0.0,100.0,356
72614,21002,efd79a29-9a59-4f50-9872-34b2a3aa7e6d,IT,2014.0,G14-054 — Amendola (FG) — Fornitura di segnali IVN — sistema di telecontrollo — tabelle — ecc.,35710000.0,35710000,RESTRICTED,EU_body_e98b61505d52588e752cc26ffb081a5ee0709612c7a9a313028d8f35324de8f3,3° Reparto Genio A.M.,Bari,IT,70128,EU_body_4dba2338fb04b7329be00eae270800cfab334b16e3ecd0a86e36a964ed3da3dd,Ocem Srl,Bologna,IT,40056,,,,,,,984750.85,984750.85,EUR,100.0,0.0,100.0,,0.0,0.0,100.0,357
74368,1692,cf9c26b4-2785-4ca9-bfbc-c50ba8622258,IT,2017.0,Attività di manutenzione correttiva sul generatore elettrico n. 3 e sostituzione boccola paraolio dei gruppi diesel — CIG 7068721D17.,35512300.0,35512300,OPEN,EU_body_66e10976c99157065a2956b9c9799bd28786f317a8135fad7a806ccfe9b88195,Ministero della Difesa — Comando Flottiglia Sommergibili Taranto,Taranto,IT,74121,EU_body_0de747361ca9d0cc3297ba6fd120e77702d759f3af192912bdd75072bba34b5d,M.E.Ta. Elettromeccanica Srl,Taranto,IT,,105207.4,105207.4,EUR,,,,140000.0,140000.0,EUR,100.0,0.0,100.0,,100.0,100.0,100.0,355
76713,4224,fc639fb3-65eb-4635-84ef-fdab32ffb6b9,IT,2017.0,Attività di carenamento del Sommergibile PRINI nella sede di Augusta.,35512300.0,35512300,OPEN,EU_body_66e10976c99157065a2956b9c9799bd28786f317a8135fad7a806ccfe9b88195,Ministero della Difesa — Comando Flottiglia Sommergibili Taranto,Taranto,IT,74121,EU_body_72457c0c9845558dd21acca374aa24a17d491a1ab114a0ac050ff33316d21d7c,Cantieri Navale Aprile Srl,Augusta,IT,,228852.55,228852.55,EUR,,,,300000.0,300000.0,EUR,100.0,0.0,100.0,,100.0,100.0,100.0,355
80946,8858,a1ffb7cc-9011-45f0-bc64-6d992cdbef93,IT,2017.0,"Fornitura di parti di ricambio per motori e gruppi elettrogeni marca «VM» in dotazione alle unità navali alturiere e costiere del Corpo, necessarie per l'esecuzione degli interventi di manutenzione ordinaria ed interventi correttivi.",35521100.0,35521100,RESTRICTED,EU_body_97a4af2d275a52cb3745d54a11f8516a05100cdd63574f44db87d97643577f45,Ministero dell'Economia e delle Finanze Centro Navale,Formia,IT,04023,EU_body_750ab3340e53e3d37103b6b6d804326124359040ee7e11357f2f76ca0cb75912,Genovese Umberto Srl,SIRACUSA,IT,96100,300000.0,300000.0,EUR,300000.0,300000.0,EUR,300000.0,300000.0,EUR,0.0,100.0,100.0,100.0,0.0,100.0,100.0,355
84572,39,198340d0-00c8-403d-ae7d-d62fd0f84e50,IT,2011.0,Acquisizione ed installazione sistema di sorveglianza all'infrarosso.,35721000.0,35721000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_49b02705f5c595a8e8da1052cfc54510acc09e5d56a790aa08a49f1a6b197d0b,Marina militare - ufficio generale del centro di responsabilità amministrativa (Mariugcra),Roma,IT,00196,EU_body_d32d15412a8b2909eb325ffbb854e6db32e317e1dd5717c301d0b2ba98822231,Selex Galileo SpA,CAMPI BISENZIO,IT,50013,247097.52,247097.52,EUR,,,,247097.52,247097.52,EUR,100.0,0.0,100.0,100.0,0.0,,100.0,357
85187,670,524fe7a0-a707-4673-8ff3-778c1d3d8770,IT,2011.0,Approvvigionamento di n. 3 sistemi APR classe mini denominati STRIX-C con relative parti di ricambio. (CIG 3600022023).,35600000.0,35600000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_a62f39b030a0e9c63aabfe9617e47ee697fa6714c013b1ef2d704d0e31fa8cdd,Ministero della Difesa Direzione degli Armamenti Aeronautici,Roma,IT,00185,EU_body_57912168c98c835ae5e79bb97d438bb936f34e3454c7134dd3385150665a21ec,ALPI Aviation SRL,Vigonovo di Fontanafredda,IT,33070,1047009.79,1047009.79,EUR,,,,1047009.79,1047009.79,EUR,100.0,0.0,100.0,,0.0,,100.0,356
85403,895,6f94696d-51da-4dd1-acdd-c1aead9068ef,IT,2011.0,T1284 CIG1453875F96.,35332000.0,35332000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_2978dcf28e3cec3eb5e713a719eb821c5edaf349e1607cfa881ba34c7d91ea73,Ministero della Difesa direzione degli armamenti navali,Roma,IT,00195,EU_body_7d5b860991c56f3e06aa2cc714415835b9e3e353c9ef95d1d67423ce482d489e,RTI Otomelara SpA e Simmel Difesa SpA,La Spezia,IT,19136,2649979.0,2649979.0,EUR,,,,2649979.0,2649979.0,EUR,100.0,0.0,100.0,,0.0,,100.0,353
85759,1275,666c1d05-3567-4566-8043-8048e981c16f,IT,2011.0,T1314 CIG 2626260A4D.,35711000.0,35711000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_2978dcf28e3cec3eb5e713a719eb821c5edaf349e1607cfa881ba34c7d91ea73,Ministero della Difesa direzione degli armamenti navali,Roma,IT,00195,EU_body_dc5c6a8e65bf7fb991999b908ee85f44c795a69f231d05a0b6fc0cb17fc1c9c1,SELEX sistemi integrati SpA,Roma,IT,00131,289255.44,289255.44,EUR,,,,289255.44,289255.44,EUR,100.0,0.0,100.0,,0.0,,100.0,357
85761,1277,680daf7c-67f3-4412-8f06-b730d2096a11,IT,2011.0,"Effettuazione di revisioni generali/riparazioni, acquisizioni parti di ricambio ed assistenza tecnico-logistica per turbomotori PT6T-6, T700 e turbogetti Pegasus 408 (marina militare e esercito italiano) nonché revisione/riparazione del particolare APU (T-62T-2A1) P/N 37688-1100 per l'esercito italiano. (CIG 36412717E1).",35600000.0,35600000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_a62f39b030a0e9c63aabfe9617e47ee697fa6714c013b1ef2d704d0e31fa8cdd,Ministero della Difesa Direzione degli Armamenti Aeronautici,Roma,IT,00185,EU_body_d5efca39cbfd0f67a23c3be514a0fb8b81149450d7afd065707cf22c0e7b676b,Ditta AVIO SpA,Torino,IT,10040,1098484.0,1098484.0,EUR,,,,1098484.0,1098484.0,EUR,100.0,0.0,100.0,,0.0,,100.0,356
85801,1318,4b285063-46ba-4329-b6c1-deb25f8ffc75,IT,2011.0,"Acquisizione di specifiche tecniche di produzione del simulatore TH500B, n. 1 simulatore TH500B, delle relative pubblicazioni tecniche d'uso e manutanzione (CIG n. 35927406D5).",35700000.0,35700000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_a62f39b030a0e9c63aabfe9617e47ee697fa6714c013b1ef2d704d0e31fa8cdd,Ministero della Difesa Direzione degli Armamenti Aeronautici,Roma,IT,00185,EU_body_f357560de096b7cff9de78ddf9d613be7306edc859f2a5dc27f823e2762d42d3,Selex Galileo SpA,Campi Bisenzio,IT,,992417.49,992417.49,EUR,,,,992417.49,992417.49,EUR,100.0,0.0,100.0,,0.0,,100.0,357
85832,1349,47d822ba-b2b2-448e-bfee-0d127fbcad71,IT,2011.0,Adeguamento / ammodernamento della rete di lancio MU90 per elicotteri EH101 versione ASW della marina militare.,35310000.0,35310000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_a62f39b030a0e9c63aabfe9617e47ee697fa6714c013b1ef2d704d0e31fa8cdd,Ministero della Difesa Direzione degli Armamenti Aeronautici,Roma,IT,00185,EU_body_3cd4ef14d167bcd70f4a3bed230e9914bc5acbb91b5983a9ca2e0cb1e3da83bc,Agustawestland,Cascina Costa di Samarate,IT,21017,2499913.41,2499913.41,EUR,,,,2499913.41,2499913.41,EUR,100.0,0.0,100.0,,0.0,,100.0,353
